,ibns_20u,ibns_20u_9n,vgs_m1,ibn_settl_err,name,type,time,OK
0,21.75949,17.96302,0.6203465,3796.470000000001,tran_LayGtAttTtVt,Lay,Sun Feb  5 18:45:50 2023,False
